sales_id,product,date,sales
2915,Indian Curry Sauce,2006,82
2916,Kids' Art Supplies Kit,2002,55
2917,Plaid Flannel Shirt,2009,25
2918,Vanilla Bean Greek Yogurt,2020,76
2919,Tropical Fruit Bowl,2017,31
2920,Gaming Headset,2013,49
2921,Vanilla Bean Greek Yogurt,2017,65
2922,Dark Chocolate Tart,2003,46
2923,Sporty Cap,2016,10
2924,LED Christmas Tree Lights,2010,96
2925,Smoky BBQ Jackfruit,2013,10
2926,Dog Training Whistle,2024,50
2927,Peanut Butter Protein Balls,2017,74
2928,Peach Yogurt,2017,36
2929,Dog Training Whistle,2008,58
2930,Vanilla Bean Greek Yogurt,2002,85
2931,Animal Paw Print Soap Dispenser,2024,5
2932,Plaid Flannel Shirt,2020,97
2933,Sporty Cap,2001,14
2934,Vanilla Bean Greek Yogurt,2002,32
2935,Gaming Headset,2007,31
2936,Plaid Flannel Shirt,2005,47
2937,Peach Yogurt,2005,75
2938,Low-Fat Cottage Cheese,2005,10
2939,Plaid Flannel Shirt,2023,89
2940,Artisan Bread Loaf,2004,27
2941,Smoky BBQ Jackfruit,2019,66
2942,Eco-Friendly Yoga Blocks,2023,14
2943,Plaid Flannel Shirt,2012,14
2944,Peach Yogurt,2023,53
2945,Vanilla Bean Greek Yogurt,2015,37
2946,Vanilla Bean Greek Yogurt,2013,96
2947,Indian Curry Sauce,2006,20
2948,Animal Paw Print Soap Dispenser,2014,80
2949,Dark Chocolate Tart,2005,43
2950,Electric Toothbrush,2013,76
2951,Electric Knife,2011,16
2952,LED Christmas Tree Lights,2012,82
2953,Indian Curry Sauce,2009,49
2954,Artisan Bread Loaf,2006,36
2955,Cotton Sweatpants,2002,76
2956,Peanut Butter Protein Balls,2001,44
2957,Self-Stirring Mug,2004,67
2958,Cotton Sweatpants,2010,5
2959,Kids' Art Supplies Kit,2016,52
2960,Oven-Baked Sweet Potato Fries,2017,84
2961,Peach Yogurt,2019,7
2962,Dark Chocolate Tart,2017,86
2963,Self-Stirring Mug,2003,60
2964,Electric Toothbrush,2024,94
2965,Sporty Cap,2016,50
2966,Self-Stirring Mug,2005,61
2967,Dog Training Whistle,2013,74
2968,Tropical Fruit Bowl,2008,42
2969,Artisan Bread Loaf,2021,96
2970,Electric Knife,2005,64
2971,Indian Curry Sauce,2014,62
2972,Electric Toothbrush,2003,93
2973,Electric Knife,2008,83
2974,Peach Yogurt,2021,66
2975,Dog Training Whistle,2003,69
2976,Low-Fat Cottage Cheese,2016,27
2977,Cable Knit Cardigan,2009,21
2978,Oven-Baked Sweet Potato Fries,2002,22
2979,Plaid Flannel Shirt,2023,7
2980,Smoky BBQ Jackfruit,2002,25
2981,Computer Monitor Stand,2004,50
2982,Electric Knife,2006,57
2983,Computer Monitor Stand,2024,30
2984,Smoky BBQ Jackfruit,2002,15
2985,Cotton Sweatpants,2020,45
2986,Kids' Art Supplies Kit,2010,4
2987,Wrap Front Midi Skirt,2019,92
2988,Smoky BBQ Jackfruit,2005,89
2989,Cable Knit Cardigan,2023,30
2990,Peach Yogurt,2011,21
2991,LED Christmas Tree Lights,2025,50
2992,Eco-Friendly Yoga Blocks,2013,21
2993,Smoky BBQ Jackfruit,2018,3
2994,Smoky BBQ Jackfruit,2018,61
2995,Gaming Headset,2008,68
2996,Electric Knife,2019,22
2997,Low-Fat Cottage Cheese,2008,93
2998,Electric Knife,2019,5
2999,Kids' Art Supplies Kit,2006,82
3000,Dark Chocolate Tart,2024,31
3001,Computer Monitor Stand,2011,42
3002,Smoky BBQ Jackfruit,2010,97
3003,Self-Stirring Mug,2004,34
3004,Low-Fat Cottage Cheese,2010,30
3005,Wrap Front Midi Skirt,2012,25
3006,Gaming Headset,2017,82
3007,Kids' Art Supplies Kit,2013,67
3008,Dog Training Whistle,2012,22
3009,Kids' Art Supplies Kit,2008,92
3010,Tropical Fruit Bowl,2005,64
3011,Artisan Bread Loaf,2020,46
3012,Peach Yogurt,2024,56
3013,Low-Fat Cottage Cheese,2002,28
3014,Self-Stirring Mug,2012,97
3015,Computer Monitor Stand,2019,32
3016,Cotton Sweatpants,2023,99
3017,Low-Fat Cottage Cheese,2002,61
3018,Kids' Art Supplies Kit,2018,17
3019,LED Christmas Tree Lights,2014,60
3020,Plaid Flannel Shirt,2012,7
3021,Cotton Sweatpants,2015,74
3022,Smoky BBQ Jackfruit,2024,32
3023,Smoky BBQ Jackfruit,2002,87
3024,Animal Paw Print Soap Dispenser,2004,7
3025,Cotton Sweatpants,2002,28
3026,Plaid Flannel Shirt,2022,7
3027,Smoky BBQ Jackfruit,2002,55
3028,Wrap Front Midi Skirt,2021,11
3029,Low-Fat Cottage Cheese,2015,22
3030,Cotton Sweatpants,2015,66
3031,Cable Knit Cardigan,2004,91
3032,Gaming Headset,2023,82
3033,Kids' Art Supplies Kit,2002,68
3034,Gaming Headset,2018,82
3035,Computer Monitor Stand,2005,7
3036,Plaid Flannel Shirt,2012,88
3037,Gaming Headset,2019,24
3038,Peach Yogurt,2024,17
3039,Animal Paw Print Soap Dispenser,2018,67
3040,Computer Monitor Stand,2018,49
3041,Plaid Flannel Shirt,2009,23
3042,Electric Toothbrush,2022,5
3043,Computer Monitor Stand,2006,25
3044,Tropical Fruit Bowl,2018,56
3045,Low-Fat Cottage Cheese,2002,69
3046,Vanilla Bean Greek Yogurt,2013,97
3047,Cable Knit Cardigan,2010,75
3048,Smoky BBQ Jackfruit,2022,85
3049,Dark Chocolate Tart,2002,16
3050,Oven-Baked Sweet Potato Fries,2016,20
3051,Kids' Art Supplies Kit,2002,46
3052,Electric Knife,2015,98
3053,Self-Stirring Mug,2007,51
3054,Self-Stirring Mug,2018,5
3055,Computer Monitor Stand,2002,79
3056,Dark Chocolate Tart,2013,12
3057,Wrap Front Midi Skirt,2014,74
3058,Cotton Sweatpants,2002,25
3059,Artisan Bread Loaf,2010,61
3060,Smoky BBQ Jackfruit,2001,61
3061,Vanilla Bean Greek Yogurt,2019,58
3062,Dark Chocolate Tart,2012,48
3063,Electric Toothbrush,2006,67
3064,Plaid Flannel Shirt,2005,76
3065,LED Christmas Tree Lights,2013,88
3066,Low-Fat Cottage Cheese,2014,33
3067,Animal Paw Print Soap Dispenser,2017,29
3068,Dog Training Whistle,2005,72
3069,Self-Stirring Mug,2006,16
3070,Self-Stirring Mug,2003,66
3071,Gaming Headset,2016,13
3072,Electric Toothbrush,2020,24
3073,LED Christmas Tree Lights,2017,56
3074,Animal Paw Print Soap Dispenser,2007,24
3075,Peach Yogurt,2025,85
3076,Dark Chocolate Tart,2008,87
3077,Plaid Flannel Shirt,2017,36
3078,Indian Curry Sauce,2005,96
3079,Smoky BBQ Jackfruit,2018,81
3080,Dark Chocolate Tart,2013,11
3081,Low-Fat Cottage Cheese,2006,56
3082,Low-Fat Cottage Cheese,2017,24
3083,Peach Yogurt,2006,52
3084,LED Christmas Tree Lights,2019,5
3085,Gaming Headset,2013,50
3086,Self-Stirring Mug,2014,8
3087,Indian Curry Sauce,2009,19
3088,Cable Knit Cardigan,2020,65
3089,Peanut Butter Protein Balls,2021,63
3090,Eco-Friendly Yoga Blocks,2016,65
3091,LED Christmas Tree Lights,2025,27
3092,Wrap Front Midi Skirt,2023,18
3093,LED Christmas Tree Lights,2001,27
3094,Cable Knit Cardigan,2017,84
3095,Cable Knit Cardigan,2023,87
3096,Kids' Art Supplies Kit,2014,9
3097,Eco-Friendly Yoga Blocks,2007,7
3098,Kids' Art Supplies Kit,2016,13
3099,Wrap Front Midi Skirt,2008,84
3100,Cable Knit Cardigan,2012,73
3101,Smoky BBQ Jackfruit,2008,15
3102,Eco-Friendly Yoga Blocks,2007,42
3103,Wrap Front Midi Skirt,2019,23
3104,LED Christmas Tree Lights,2024,30
3105,Plaid Flannel Shirt,2022,28
3106,Computer Monitor Stand,2002,61
3107,Peach Yogurt,2014,15
3108,Self-Stirring Mug,2016,76
3109,Dark Chocolate Tart,2022,45
3110,Plaid Flannel Shirt,2015,8
3111,LED Christmas Tree Lights,2015,37
3112,Vanilla Bean Greek Yogurt,2023,16
3113,Low-Fat Cottage Cheese,2023,81
3114,Kids' Art Supplies Kit,2016,24
3115,Self-Stirring Mug,2021,20
3116,LED Christmas Tree Lights,2010,55
3117,Low-Fat Cottage Cheese,2015,88
3118,Kids' Art Supplies Kit,2022,1
3119,Artisan Bread Loaf,2006,81
3120,Indian Curry Sauce,2020,20
3121,Eco-Friendly Yoga Blocks,2014,90
3122,Electric Knife,2008,99
3123,Dark Chocolate Tart,2003,98
3124,Plaid Flannel Shirt,2010,69
3125,Kids' Art Supplies Kit,2019,63
3126,Indian Curry Sauce,2003,86
3127,Kids' Art Supplies Kit,2003,53
3128,Artisan Bread Loaf,2019,24
3129,Peach Yogurt,2023,67
3130,Peach Yogurt,2008,59
3131,Self-Stirring Mug,2010,2
3132,Electric Knife,2005,22
3133,Wrap Front Midi Skirt,2011,22
3134,Cable Knit Cardigan,2009,85
3135,Electric Knife,2021,10
3136,Dog Training Whistle,2014,95
3137,Peanut Butter Protein Balls,2007,35
3138,Low-Fat Cottage Cheese,2008,95
3139,Self-Stirring Mug,2003,73
3140,Tropical Fruit Bowl,2016,27
3141,Wrap Front Midi Skirt,2014,76
3142,Gaming Headset,2005,84
3143,Oven-Baked Sweet Potato Fries,2012,17
3144,Smoky BBQ Jackfruit,2021,80
3145,Cotton Sweatpants,2021,18
3146,Electric Knife,2020,39
3147,Peach Yogurt,2012,56
3148,Peach Yogurt,2022,28
3149,Electric Knife,2024,29
3150,Computer Monitor Stand,2004,61
3151,Animal Paw Print Soap Dispenser,2015,51
3152,Self-Stirring Mug,2015,57
3153,Computer Monitor Stand,2024,93
3154,Smoky BBQ Jackfruit,2021,20
3155,Self-Stirring Mug,2002,55
3156,Computer Monitor Stand,2021,68
3157,Tropical Fruit Bowl,2025,24
3158,LED Christmas Tree Lights,2011,17
3159,Oven-Baked Sweet Potato Fries,2017,25
3160,Electric Toothbrush,2011,53
3161,Dark Chocolate Tart,2017,23
3162,Gaming Headset,2025,38
3163,Electric Knife,2012,3
3164,Peach Yogurt,2020,69
3165,Sporty Cap,2013,45
3166,Self-Stirring Mug,2011,92
3167,Gaming Headset,2020,20
3168,Dog Training Whistle,2021,2
3169,Smoky BBQ Jackfruit,2018,4
3170,Kids' Art Supplies Kit,2014,61
3171,Kids' Art Supplies Kit,2008,33
3172,Low-Fat Cottage Cheese,2022,56
3173,Wrap Front Midi Skirt,2002,5
3174,Electric Toothbrush,2006,1
3175,Dog Training Whistle,2017,34
3176,Self-Stirring Mug,2004,86
3177,Plaid Flannel Shirt,2016,99
3178,Indian Curry Sauce,2019,77
3179,Dog Training Whistle,2008,83
3180,Eco-Friendly Yoga Blocks,2018,46
3181,Vanilla Bean Greek Yogurt,2025,16
3182,Wrap Front Midi Skirt,2021,20
3183,Plaid Flannel Shirt,2005,78
3184,Kids' Art Supplies Kit,2013,96
3185,Dark Chocolate Tart,2016,41
3186,Computer Monitor Stand,2010,60
3187,Cable Knit Cardigan,2025,78
3188,Electric Knife,2002,84
3189,Vanilla Bean Greek Yogurt,2008,43
3190,Oven-Baked Sweet Potato Fries,2013,95
3191,Tropical Fruit Bowl,2002,83
3192,Vanilla Bean Greek Yogurt,2023,3
3193,Artisan Bread Loaf,2004,39
3194,Plaid Flannel Shirt,2003,22
3195,Dark Chocolate Tart,2002,56
3196,Dark Chocolate Tart,2025,90
3197,Gaming Headset,2019,58
3198,Peach Yogurt,2024,74
3199,Animal Paw Print Soap Dispenser,2002,99
3200,Electric Toothbrush,2005,22
3201,Vanilla Bean Greek Yogurt,2008,3
3202,Computer Monitor Stand,2004,77
3203,Cotton Sweatpants,2023,46
3204,Gaming Headset,2012,53
3205,Vanilla Bean Greek Yogurt,2010,61
3206,Eco-Friendly Yoga Blocks,2004,75
3207,LED Christmas Tree Lights,2013,6
3208,Cable Knit Cardigan,2005,12
3209,Animal Paw Print Soap Dispenser,2023,78
3210,Dog Training Whistle,2025,27
3211,Animal Paw Print Soap Dispenser,2023,14
3212,Dark Chocolate Tart,2002,95
3213,Wrap Front Midi Skirt,2020,45
3214,LED Christmas Tree Lights,2016,37
3215,Artisan Bread Loaf,2024,55
3216,Electric Knife,2006,48
3217,LED Christmas Tree Lights,2013,59
3218,Cable Knit Cardigan,2019,39
3219,LED Christmas Tree Lights,2015,19
3220,Plaid Flannel Shirt,2022,74
3221,Electric Knife,2017,95
3222,Wrap Front Midi Skirt,2006,15
3223,Kids' Art Supplies Kit,2012,12
3224,Cable Knit Cardigan,2017,52
3225,Cable Knit Cardigan,2012,17
3226,Computer Monitor Stand,2016,94
3227,Computer Monitor Stand,2013,68
3228,Self-Stirring Mug,2023,13
3229,Cable Knit Cardigan,2022,73
3230,Kids' Art Supplies Kit,2023,35
3231,Animal Paw Print Soap Dispenser,2024,89
3232,Peach Yogurt,2005,72
3233,Peach Yogurt,2015,71
3234,Wrap Front Midi Skirt,2016,9
3235,Cotton Sweatpants,2023,45
3236,Plaid Flannel Shirt,2023,66
3237,Kids' Art Supplies Kit,2024,15
3238,Smoky BBQ Jackfruit,2014,95
3239,Eco-Friendly Yoga Blocks,2024,61
3240,Artisan Bread Loaf,2019,44
3241,Electric Toothbrush,2012,66
3242,Artisan Bread Loaf,2008,72
3243,Kids' Art Supplies Kit,2008,54
3244,Peach Yogurt,2003,61
3245,Cotton Sweatpants,2017,47
3246,LED Christmas Tree Lights,2019,90
3247,Wrap Front Midi Skirt,2017,21
3248,Eco-Friendly Yoga Blocks,2002,83
3249,Artisan Bread Loaf,2004,64
3250,Artisan Bread Loaf,2008,39
3251,Artisan Bread Loaf,2009,18
3252,Tropical Fruit Bowl,2018,82
3253,Artisan Bread Loaf,2002,95
3254,Eco-Friendly Yoga Blocks,2005,4
3255,Electric Knife,2015,11
3256,Sporty Cap,2010,79
3257,Cable Knit Cardigan,2016,44
3258,Peach Yogurt,2022,74
3259,Cable Knit Cardigan,2008,1
3260,LED Christmas Tree Lights,2004,78
3261,Low-Fat Cottage Cheese,2010,46
3262,Kids' Art Supplies Kit,2011,83
3263,Electric Toothbrush,2015,35
3264,Plaid Flannel Shirt,2006,98
3265,Wrap Front Midi Skirt,2001,72
3266,LED Christmas Tree Lights,2019,52
3267,Smoky BBQ Jackfruit,2015,58
3268,Animal Paw Print Soap Dispenser,2020,16
3269,Computer Monitor Stand,2013,84
3270,Kids' Art Supplies Kit,2008,89
3271,Plaid Flannel Shirt,2012,54
3272,Indian Curry Sauce,2008,14
3273,Gaming Headset,2015,93
3274,Low-Fat Cottage Cheese,2024,34
3275,Eco-Friendly Yoga Blocks,2007,28
3276,Vanilla Bean Greek Yogurt,2002,4
3277,Cable Knit Cardigan,2013,9
3278,Kids' Art Supplies Kit,2016,97
3279,Peach Yogurt,2018,93
3280,Sporty Cap,2023,23
3281,Animal Paw Print Soap Dispenser,2004,37
3282,Cotton Sweatpants,2015,98
3283,Dog Training Whistle,2022,28
3284,Computer Monitor Stand,2018,61
3285,Cable Knit Cardigan,2016,21
3286,Artisan Bread Loaf,2004,89
3287,Low-Fat Cottage Cheese,2013,28
3288,Gaming Headset,2007,10
3289,Cable Knit Cardigan,2002,63
3290,LED Christmas Tree Lights,2013,77
3291,Dark Chocolate Tart,2014,5
3292,Cotton Sweatpants,2009,12
3293,Electric Knife,2005,3
3294,Smoky BBQ Jackfruit,2011,58
3295,Animal Paw Print Soap Dispenser,2018,37
3296,Self-Stirring Mug,2007,81
3297,Low-Fat Cottage Cheese,2010,79
3298,Kids' Art Supplies Kit,2008,42
3299,Artisan Bread Loaf,2010,54
3300,Peanut Butter Protein Balls,2021,29
3301,Artisan Bread Loaf,2006,64
3302,Peach Yogurt,2017,12
3303,Low-Fat Cottage Cheese,2021,18
3304,Kids' Art Supplies Kit,2003,66
3305,Smoky BBQ Jackfruit,2024,95
3306,Sporty Cap,2008,36
3307,Smoky BBQ Jackfruit,2025,30
3308,Kids' Art Supplies Kit,2009,47
3309,Vanilla Bean Greek Yogurt,2011,11
3310,Eco-Friendly Yoga Blocks,2018,58
3311,Vanilla Bean Greek Yogurt,2008,18
3312,Dog Training Whistle,2024,67
3313,Cable Knit Cardigan,2003,17
3314,LED Christmas Tree Lights,2020,31
3315,Indian Curry Sauce,2017,78
3316,Cable Knit Cardigan,2016,25
3317,Low-Fat Cottage Cheese,2018,56
3318,Eco-Friendly Yoga Blocks,2010,3
3319,Electric Toothbrush,2025,24
3320,Dark Chocolate Tart,2007,4
3321,Sporty Cap,2008,80
3322,Oven-Baked Sweet Potato Fries,2015,82
3323,Indian Curry Sauce,2012,83
3324,Low-Fat Cottage Cheese,2022,35
3325,Animal Paw Print Soap Dispenser,2009,94
3326,Wrap Front Midi Skirt,2018,86
3327,Electric Toothbrush,2002,9
3328,Plaid Flannel Shirt,2023,74
3329,Vanilla Bean Greek Yogurt,2024,74
3330,Tropical Fruit Bowl,2014,89
3331,Dark Chocolate Tart,2008,15
3332,Gaming Headset,2006,97
3333,Kids' Art Supplies Kit,2003,95
3334,Kids' Art Supplies Kit,2004,54
3335,Tropical Fruit Bowl,2019,35
3336,Indian Curry Sauce,2022,46
3337,Electric Knife,2011,25
3338,Dark Chocolate Tart,2019,95
3339,Computer Monitor Stand,2023,96
3340,Peach Yogurt,2023,92
3341,Gaming Headset,2022,90
3342,Plaid Flannel Shirt,2020,25
3343,Dark Chocolate Tart,2020,51
3344,Dark Chocolate Tart,2020,36
3345,Low-Fat Cottage Cheese,2011,17
3346,Kids' Art Supplies Kit,2023,83
3347,Smoky BBQ Jackfruit,2024,49
3348,Cable Knit Cardigan,2016,20
3349,Self-Stirring Mug,2024,62
3350,Plaid Flannel Shirt,2014,6
3351,LED Christmas Tree Lights,2020,53
3352,Oven-Baked Sweet Potato Fries,2004,45
3353,Gaming Headset,2009,81
3354,Oven-Baked Sweet Potato Fries,2010,46
3355,Eco-Friendly Yoga Blocks,2016,84
3356,Peach Yogurt,2007,94
3357,Animal Paw Print Soap Dispenser,2012,68
3358,Plaid Flannel Shirt,2008,67
3359,Cable Knit Cardigan,2020,75
3360,Kids' Art Supplies Kit,2019,55
3361,Oven-Baked Sweet Potato Fries,2011,86
3362,Dark Chocolate Tart,2020,36
3363,Peanut Butter Protein Balls,2006,27
3364,Dark Chocolate Tart,2006,69
3365,Computer Monitor Stand,2021,37
3366,Low-Fat Cottage Cheese,2002,85
3367,Dark Chocolate Tart,2009,34
3368,Electric Toothbrush,2018,10
3369,Kids' Art Supplies Kit,2009,90
3370,Eco-Friendly Yoga Blocks,2021,35
3371,Low-Fat Cottage Cheese,2019,11
3372,Kids' Art Supplies Kit,2021,63
3373,Electric Knife,2019,32
3374,Dog Training Whistle,2004,95
3375,Cable Knit Cardigan,2008,62
3376,Wrap Front Midi Skirt,2023,38
3377,Sporty Cap,2017,65
3378,Gaming Headset,2018,94
3379,Electric Toothbrush,2019,88
3380,Gaming Headset,2015,22
3381,Peanut Butter Protein Balls,2009,77
3382,Peach Yogurt,2007,39
3383,Cable Knit Cardigan,2010,76
3384,Artisan Bread Loaf,2003,76
3385,Gaming Headset,2017,86
3386,Kids' Art Supplies Kit,2017,24
3387,Self-Stirring Mug,2002,10
3388,Self-Stirring Mug,2016,9
3389,Indian Curry Sauce,2018,77
3390,Wrap Front Midi Skirt,2020,77
3391,Cable Knit Cardigan,2007,82
3392,Vanilla Bean Greek Yogurt,2017,14
3393,Plaid Flannel Shirt,2008,38
3394,Electric Toothbrush,2003,45
3395,Plaid Flannel Shirt,2002,2
3396,Tropical Fruit Bowl,2021,55
3397,Smoky BBQ Jackfruit,2012,84
3398,Artisan Bread Loaf,2020,9
3399,Peach Yogurt,2017,17
3400,Dog Training Whistle,2004,73
3401,Wrap Front Midi Skirt,2020,15
3402,Tropical Fruit Bowl,2011,32
3403,Eco-Friendly Yoga Blocks,2023,32
3404,Dark Chocolate Tart,2006,78
3405,Artisan Bread Loaf,2001,87
3406,Eco-Friendly Yoga Blocks,2011,30
3407,Artisan Bread Loaf,2016,63
3408,Peanut Butter Protein Balls,2013,69
3409,Tropical Fruit Bowl,2002,79
3410,Animal Paw Print Soap Dispenser,2008,100
3411,Electric Knife,2012,35
3412,Low-Fat Cottage Cheese,2012,62
3413,Vanilla Bean Greek Yogurt,2023,33
3414,Cotton Sweatpants,2017,96
3415,Peanut Butter Protein Balls,2023,94
3416,Peach Yogurt,2007,45
3417,Sporty Cap,2003,19
3418,Computer Monitor Stand,2006,27
3419,Plaid Flannel Shirt,2016,58
3420,Tropical Fruit Bowl,2002,64
3421,Kids' Art Supplies Kit,2017,2
3422,Dark Chocolate Tart,2007,98
3423,Self-Stirring Mug,2023,44
3424,Indian Curry Sauce,2023,58
3425,Cable Knit Cardigan,2018,37
3426,Self-Stirring Mug,2008,7
3427,Animal Paw Print Soap Dispenser,2005,23
3428,Dog Training Whistle,2006,69
3429,Wrap Front Midi Skirt,2018,94
3430,Electric Knife,2003,60
3431,Plaid Flannel Shirt,2005,1
3432,Animal Paw Print Soap Dispenser,2009,64
3433,Cotton Sweatpants,2016,27
3434,Low-Fat Cottage Cheese,2016,75
3435,Sporty Cap,2024,35
3436,Smoky BBQ Jackfruit,2009,33
3437,LED Christmas Tree Lights,2006,8
3438,Animal Paw Print Soap Dispenser,2009,99
3439,Plaid Flannel Shirt,2008,61
3440,Low-Fat Cottage Cheese,2024,33
3441,Low-Fat Cottage Cheese,2005,52
3442,Animal Paw Print Soap Dispenser,2015,52
3443,Kids' Art Supplies Kit,2007,81
3444,Electric Knife,2024,74
3445,Kids' Art Supplies Kit,2013,6
3446,LED Christmas Tree Lights,2019,25
3447,Computer Monitor Stand,2010,11
3448,Indian Curry Sauce,2024,87
3449,Self-Stirring Mug,2009,13
3450,Electric Knife,2014,96
3451,Cable Knit Cardigan,2021,81
3452,Animal Paw Print Soap Dispenser,2015,101
3453,Self-Stirring Mug,2001,8
3454,LED Christmas Tree Lights,2005,79
3455,Plaid Flannel Shirt,2019,9
3456,Electric Knife,2021,47
3457,LED Christmas Tree Lights,2001,69
3458,Oven-Baked Sweet Potato Fries,2013,73
3459,Plaid Flannel Shirt,2012,11
3460,Dark Chocolate Tart,2011,84
3461,Low-Fat Cottage Cheese,2007,52
3462,Self-Stirring Mug,2016,8
3463,Kids' Art Supplies Kit,2020,96
3464,Tropical Fruit Bowl,2003,21
3465,Kids' Art Supplies Kit,2002,68
3466,Plaid Flannel Shirt,2009,62
3467,Indian Curry Sauce,2015,99
3468,Artisan Bread Loaf,2024,26
3469,Oven-Baked Sweet Potato Fries,2019,15
3470,Peach Yogurt,2024,47
3471,Cable Knit Cardigan,2024,41
3472,Plaid Flannel Shirt,2014,83
3473,Cable Knit Cardigan,2004,76
3474,Gaming Headset,2017,67
3475,Oven-Baked Sweet Potato Fries,2008,52
3476,Electric Knife,2015,70
3477,Kids' Art Supplies Kit,2021,85
3478,Low-Fat Cottage Cheese,2003,54
3479,Vanilla Bean Greek Yogurt,2024,15
3480,Dog Training Whistle,2015,21
3481,Tropical Fruit Bowl,2006,30
3482,LED Christmas Tree Lights,2021,11
3483,Oven-Baked Sweet Potato Fries,2022,79
3484,Peach Yogurt,2023,57
3485,Computer Monitor Stand,2017,20
3486,Electric Knife,2019,12
3487,Cable Knit Cardigan,2013,47
3488,Animal Paw Print Soap Dispenser,2010,48
3489,Gaming Headset,2007,41
3490,Smoky BBQ Jackfruit,2009,17
3491,Computer Monitor Stand,2001,23
3492,Cable Knit Cardigan,2015,23
3493,Wrap Front Midi Skirt,2017,50
3494,Artisan Bread Loaf,2020,101
3495,Peanut Butter Protein Balls,2011,98
3496,Gaming Headset,2004,2
3497,Dog Training Whistle,2003,32
3498,Smoky BBQ Jackfruit,2016,9
3499,Eco-Friendly Yoga Blocks,2017,99
3500,Cotton Sweatpants,2002,95
3501,Indian Curry Sauce,2019,88
3502,Peach Yogurt,2002,93
3503,Dark Chocolate Tart,2004,65
3504,Cotton Sweatpants,2009,96
3505,Oven-Baked Sweet Potato Fries,2016,82
3506,Vanilla Bean Greek Yogurt,2009,98
3507,Self-Stirring Mug,2015,14
3508,Tropical Fruit Bowl,2019,34
3509,Cable Knit Cardigan,2018,66
3510,Electric Knife,2018,41
3511,Indian Curry Sauce,2021,93
3512,Animal Paw Print Soap Dispenser,2012,80
3513,Low-Fat Cottage Cheese,2024,10
3514,Cotton Sweatpants,2007,14
3515,Wrap Front Midi Skirt,2015,12
3516,Indian Curry Sauce,2002,15
3517,Smoky BBQ Jackfruit,2008,25
3518,Electric Knife,2012,43
3519,Electric Toothbrush,2019,71
3520,Tropical Fruit Bowl,2017,21
3521,Peach Yogurt,2007,26
3522,Self-Stirring Mug,2002,18
3523,Indian Curry Sauce,2016,68
3524,Cotton Sweatpants,2007,66
3525,Animal Paw Print Soap Dispenser,2023,97
3526,Electric Knife,2021,23
3527,Computer Monitor Stand,2024,17
3528,Plaid Flannel Shirt,2015,27
3529,Electric Knife,2021,25
3530,Cotton Sweatpants,2021,98
3531,Low-Fat Cottage Cheese,2012,37
3532,Indian Curry Sauce,2016,91
3533,Electric Knife,2022,77
3534,Tropical Fruit Bowl,2016,43
3535,Low-Fat Cottage Cheese,2019,4
3536,Low-Fat Cottage Cheese,2006,67
3537,Smoky BBQ Jackfruit,2014,8
3538,Cotton Sweatpants,2005,29
3539,Kids' Art Supplies Kit,2014,8
3540,Oven-Baked Sweet Potato Fries,2004,52
3541,Indian Curry Sauce,2016,79
3542,Dark Chocolate Tart,2008,45
3543,Wrap Front Midi Skirt,2003,64
3544,Cotton Sweatpants,2004,60
3545,Cotton Sweatpants,2021,48
3546,Low-Fat Cottage Cheese,2009,65
3547,Animal Paw Print Soap Dispenser,2005,36
3548,Dog Training Whistle,2006,88
3549,Electric Knife,2017,99
3550,Plaid Flannel Shirt,2016,2
3551,Peach Yogurt,2014,73
3552,Self-Stirring Mug,2013,25
3553,Dark Chocolate Tart,2011,51
3554,LED Christmas Tree Lights,2009,72
3555,Electric Knife,2008,56
3556,Dark Chocolate Tart,2019,88
3557,Self-Stirring Mug,2001,51
3558,Wrap Front Midi Skirt,2003,87
3559,Peach Yogurt,2006,20
3560,Smoky BBQ Jackfruit,2009,38
3561,Dark Chocolate Tart,2010,56
3562,Smoky BBQ Jackfruit,2012,36
3563,Vanilla Bean Greek Yogurt,2012,91
3564,Computer Monitor Stand,2021,62
3565,Electric Toothbrush,2022,48
3566,Electric Knife,2001,36
3567,Cable Knit Cardigan,2016,92
3568,Gaming Headset,2015,30
3569,Electric Toothbrush,2019,94
3570,Artisan Bread Loaf,2015,100
3571,Electric Knife,2015,3
3572,Indian Curry Sauce,2015,55
3573,Peanut Butter Protein Balls,2014,29
3574,Dark Chocolate Tart,2022,35
3575,Peach Yogurt,2019,37
3576,Tropical Fruit Bowl,2019,98
3577,Artisan Bread Loaf,2022,93
3578,Cotton Sweatpants,2023,19
3579,Oven-Baked Sweet Potato Fries,2017,69
3580,Peanut Butter Protein Balls,2008,17
3581,Dark Chocolate Tart,2018,61
3582,Animal Paw Print Soap Dispenser,2019,56
3583,Wrap Front Midi Skirt,2023,98
3584,Animal Paw Print Soap Dispenser,2017,52
3585,Animal Paw Print Soap Dispenser,2014,98
3586,Eco-Friendly Yoga Blocks,2017,25
3587,Cotton Sweatpants,2021,64
3588,Peach Yogurt,2009,22
3589,Animal Paw Print Soap Dispenser,2021,83
3590,Dark Chocolate Tart,2019,45
3591,Oven-Baked Sweet Potato Fries,2004,8
3592,Electric Knife,2009,93
3593,Low-Fat Cottage Cheese,2011,45
3594,Electric Toothbrush,2019,50
3595,Kids' Art Supplies Kit,2024,90
3596,Cable Knit Cardigan,2009,77
3597,Tropical Fruit Bowl,2013,44
3598,Low-Fat Cottage Cheese,2021,16
