order_item_id,product_id,vendor_id,branch_id,employee_id,unit_price,quantity,contract_price,ordered_date_id
2251,53,41,9,82,4662,4,4510,10
2252,198,10,4,63,33442,5,34413,10
2253,33,20,9,9,68073,3,66830,10
2254,46,6,9,14,7809,1,7496,10
2255,39,17,9,68,70383,1,67756,10
2256,253,35,5,79,50020,2,48139,10
2257,99,5,4,66,51640,1,49388,10
2258,97,39,3,69,36128,2,34670,10
2259,273,2,10,75,22497,2,23351,10
2260,284,18,7,46,60256,3,59238,10
2261,279,22,9,83,43151,4,45032,10
2262,89,34,9,31,46615,2,46316,10
2263,198,8,5,38,17151,1,17826,10
2264,121,40,2,99,17685,5,17127,10
2265,262,26,10,82,66849,4,67556,10
2266,34,32,7,29,25517,2,25402,10
2267,247,19,10,32,82352,2,81285,10
2268,127,20,2,99,63001,2,61068,10
2269,206,10,4,50,9223,3,9624,10
2270,272,28,9,61,55636,3,53355,10
2271,165,24,4,69,81165,2,79622,10
2272,242,44,4,40,66219,1,67461,10
2273,258,6,4,84,98320,3,96081,10
2274,268,19,5,18,1356,4,1343,10
2275,110,25,9,44,48846,4,46573,10
2276,79,26,6,65,60383,3,61395,10
2277,8,31,3,33,97173,4,94113,10
2278,138,32,8,49,36170,4,37250,10
2279,145,5,4,13,41872,2,41255,10
2280,116,44,9,34,38436,2,37146,10
2281,238,38,7,98,29916,3,29782,10
2282,57,2,2,101,92649,3,97192,10
2283,216,28,1,26,27287,4,26954,10
2284,44,3,3,54,41864,4,42930,10
2285,242,21,4,100,85541,2,81668,10
2286,249,29,7,61,43422,4,45274,10
2287,295,24,5,90,23160,3,22231,10
2288,288,20,9,71,67026,3,69831,10
2289,185,26,8,92,71644,5,69385,10
2290,100,34,9,2,31735,1,32047,10
2291,139,15,2,55,14023,3,13534,10
2292,62,20,2,25,36686,4,36728,10
2293,286,4,6,14,7225,3,6994,10
2294,90,8,9,68,71926,1,71941,10
2295,178,29,7,14,88268,3,86641,10
2296,207,28,7,71,87144,4,88690,10
2297,106,24,4,90,86301,2,88453,10
2298,142,47,8,91,27768,1,28617,10
2299,38,15,2,93,39907,3,41738,10
2300,90,45,5,80,57847,5,56775,10
2301,80,48,6,48,53623,4,54457,10
2302,124,40,3,7,85541,5,86031,10
2303,250,39,2,48,5977,3,6192,10
2304,282,12,4,88,48019,4,46431,10
2305,190,29,7,79,58687,5,59185,10
2306,10,37,2,42,97366,3,94615,10
2307,124,31,8,17,66668,3,63568,10
2308,294,19,2,49,30255,2,29295,10
2309,30,29,1,9,81894,2,81693,10
2310,54,19,3,39,97073,5,100818,10
2311,71,8,6,26,76589,1,79550,10
2312,189,14,5,13,85479,1,84310,10
2313,141,27,9,76,95627,3,92066,10
2314,27,29,5,27,13692,3,14069,10
2315,36,46,7,36,72641,1,72229,10
2316,267,35,3,68,78984,4,78412,10
2317,219,13,7,53,11407,4,11583,10
2318,74,31,8,59,30310,2,30391,10
2319,260,41,1,50,22160,4,21366,10
2320,27,6,4,13,25294,2,25136,10
2321,199,7,4,38,79575,1,81238,10
2322,193,34,8,76,12584,3,12816,10
2323,134,24,7,100,1214,3,1251,10
2324,260,13,8,23,15182,3,15170,10
2325,132,38,4,15,90129,1,86436,10
2326,251,48,10,23,90904,4,88938,10
2327,76,48,9,97,54952,2,52378,10
2328,4,19,3,97,32785,5,31987,10
2329,105,2,10,37,17883,4,18265,10
2330,260,31,6,95,35309,3,33756,10
2331,258,48,5,61,28802,5,28539,10
2332,160,4,1,94,17647,5,18078,10
2333,8,30,8,24,20784,1,21485,10
2334,227,40,5,79,43462,4,42548,10
2335,28,35,7,58,30962,1,31267,10
2336,174,12,8,82,89993,4,92076,10
2337,35,49,1,18,51553,2,49775,10
2338,169,34,8,86,20882,3,20731,10
2339,275,47,7,88,25133,4,23983,10
2340,257,49,3,23,13124,1,13194,10
2341,26,2,4,56,65634,5,63349,10
2342,2,2,8,85,14495,2,14316,10
2343,74,44,5,11,30737,1,31960,10
2344,277,3,6,45,98331,4,103036,10
2345,281,20,5,49,52594,3,51195,10
2346,167,35,8,72,80529,3,80346,10
2347,144,9,5,53,50368,3,51864,10
2348,85,39,2,4,55051,4,54653,10
2349,50,5,6,4,79629,4,78343,10
2350,286,17,5,76,4320,3,4111,10
2351,209,35,8,12,65974,2,68019,10
2352,90,24,9,96,17817,4,17308,10
2353,62,42,4,42,13976,3,14203,10
2354,93,24,4,22,26860,2,26975,10
2355,81,43,9,50,16190,2,15597,10
2356,13,50,6,54,83283,3,81285,10
2357,226,46,8,60,81256,3,83195,10
2358,20,38,7,92,55887,1,58460,10
2359,21,16,2,68,97560,4,99113,10
2360,79,7,6,55,67485,2,65190,10
2361,9,9,7,37,94738,3,93290,10
2362,242,7,4,27,38601,2,36678,10
2363,42,45,8,89,1982,2,2028,10
2364,59,46,6,101,36135,5,37364,10
2365,182,7,2,7,91342,3,92312,10
2366,84,11,1,98,84522,3,86650,10
2367,177,3,10,60,42134,3,40293,10
2368,84,41,1,77,88421,3,89231,10
2369,205,21,4,43,42288,4,40202,10
2370,124,29,10,16,12165,2,11695,10
2371,108,9,6,40,39131,2,40949,10
2372,143,21,4,77,94806,1,93695,10
2373,294,46,6,19,59396,3,62364,10
2374,256,13,2,90,32245,5,32766,10
2375,147,35,7,33,16552,2,16372,10
2376,275,15,10,86,67568,1,65056,10
2377,6,22,8,31,52583,2,52716,10
2378,197,16,4,60,78909,3,82139,10
2379,189,39,2,8,15794,4,15464,10
2380,290,2,3,68,1134,1,1103,10
2381,237,18,3,42,8060,4,7686,10
2382,228,44,3,46,74489,2,74117,10
2383,130,33,9,100,93263,1,90024,10
2384,118,20,3,86,57492,5,55618,10
2385,191,24,3,7,40756,4,42244,10
2386,89,24,3,91,56416,2,54544,10
2387,116,10,6,66,97074,5,101211,10
2388,118,43,5,49,31173,4,29822,10
2389,242,21,4,83,27875,2,29014,10
2390,263,36,8,18,63904,2,67089,10
2391,188,50,2,44,41609,4,43113,10
2392,149,11,9,61,17542,1,18157,10
2393,189,37,7,92,60438,2,61609,10
2394,148,44,7,7,46303,2,47581,10
2395,181,17,10,87,8068,2,8274,10
2396,279,37,5,4,93781,3,91305,10
2397,141,38,2,14,10982,2,11112,10
2398,170,46,3,24,48694,4,49240,10
2399,84,4,5,72,44953,1,45165,10
2400,225,25,5,99,6574,2,6577,10
2401,263,27,10,20,28666,1,27956,10
2402,126,33,10,97,35963,4,34338,10
2403,116,21,1,42,14502,5,15210,10
2404,179,3,1,9,55,2,55,10
2405,266,41,5,41,85733,5,87775,10
2406,45,12,3,26,12528,3,12900,10
2407,112,6,8,74,90532,2,94901,10
2408,165,30,1,36,34126,4,33903,10
2409,92,28,5,4,71775,4,69036,10
2410,121,42,5,73,105,5,106,10
2411,249,35,8,6,7405,5,7751,10
2412,103,43,6,78,72425,1,70837,10
2413,218,28,3,14,44074,3,44688,10
2414,236,8,2,7,5455,5,5470,10
2415,77,30,7,58,21192,2,20504,10
2416,5,22,2,97,16052,3,16764,10
2417,274,16,8,18,73538,4,74215,10
2418,272,41,9,55,39627,3,38029,10
2419,94,44,7,72,16599,2,16741,10
2420,62,7,3,13,50106,5,52148,10
2421,74,19,8,9,75057,4,75737,10
2422,200,16,3,14,38311,4,37723,10
2423,279,17,5,20,62133,3,64478,10
2424,152,11,6,39,90084,4,86464,10
2425,232,25,4,90,9717,3,9942,10
2426,11,47,2,81,56688,4,58922,10
2427,78,10,7,7,5888,5,5735,10
2428,49,47,3,49,6436,3,6374,10
2429,18,20,3,81,60514,3,60533,10
2430,130,27,4,35,88103,1,87301,10
2431,80,40,1,9,52647,4,52495,10
2432,236,2,5,23,18602,4,18785,10
2433,15,21,5,44,81156,4,81216,10
2434,128,45,6,22,79538,3,82879,10
2435,118,23,7,74,76423,4,75917,10
2436,107,24,2,43,63107,4,62250,10
2437,271,50,4,50,71242,5,70107,10
2438,164,7,8,16,67164,3,69699,10
2439,258,47,3,72,25836,3,25031,10
2440,32,35,9,1,23813,2,22813,10
2441,167,48,7,42,90741,2,91351,10
2442,283,11,6,53,56435,2,57288,10
2443,176,2,8,33,3103,2,3154,10
2444,154,33,8,71,39939,2,40975,10
2445,223,7,4,44,92877,4,94983,10
2446,206,39,7,101,18619,2,17827,10
2447,205,15,3,97,6379,3,6405,10
2448,39,38,7,96,66249,4,68623,10
2449,194,38,2,43,76258,4,79243,10
2450,165,42,2,8,59265,2,60266,10
2451,177,17,8,68,52611,1,54560,10
2452,75,17,7,12,5616,3,5571,10
2453,80,9,6,69,75826,3,73773,10
2454,137,8,4,93,2965,3,3112,10
2455,249,11,1,85,49688,3,49114,10
2456,135,7,4,55,646,3,643,10
2457,152,45,10,47,93624,1,91561,10
2458,81,6,4,26,37750,2,38880,10
2459,10,13,5,32,76447,2,79463,10
2460,58,7,8,73,22189,3,22224,10
2461,125,34,9,38,6265,1,6139,10
2462,147,45,6,81,48010,5,47117,10
2463,292,37,2,100,95448,3,98044,10
2464,220,24,8,47,44093,2,44951,10
2465,48,32,8,27,6241,3,6515,10
2466,87,27,3,97,34406,2,35925,10
2467,19,10,2,37,89053,4,86338,10
2468,271,37,9,22,16452,3,16767,10
2469,99,16,7,42,74692,1,77420,10
2470,111,2,7,35,27546,3,27177,10
2471,164,12,7,87,99996,5,103262,10
2472,292,14,4,22,19391,2,18891,10
2473,158,3,4,49,32912,5,34317,10
2474,236,48,3,89,95160,3,99157,10
2475,50,38,4,6,59284,5,57204,10
2476,126,45,5,97,77276,2,78645,10
2477,70,44,10,67,60277,1,62366,10
2478,132,6,2,24,50023,4,51574,10
2479,17,14,10,85,11797,2,12309,10
2480,56,34,3,15,79507,1,78562,10
2481,298,37,3,55,22707,3,22178,10
2482,110,29,8,77,43826,5,43039,10
2483,123,29,5,76,13179,2,12653,10
2484,129,38,9,1,84006,5,80552,10
2485,129,33,5,59,77947,1,78787,10
2486,77,22,8,97,56711,2,55084,11
2487,248,34,6,89,12542,4,13125,11
2488,160,34,2,9,31425,4,31508,11
2489,2,39,2,24,6396,4,6423,11
2490,182,49,6,62,30536,2,29873,11
2491,153,8,6,13,96301,5,98472,11
2492,176,25,3,37,66806,3,66577,11
2493,183,27,7,77,8265,2,8044,11
2494,21,38,6,91,1430,2,1467,11
2495,297,5,3,23,75860,2,77401,11
2496,168,8,6,64,30724,2,30369,11
2497,115,25,5,27,20759,4,21224,11
2498,240,25,7,69,21258,2,20332,11
2499,295,38,7,94,91478,2,90079,11
2500,48,33,5,50,6252,2,6019,11
2501,107,42,6,5,35532,4,37110,11
2502,106,34,9,79,67272,2,66225,11
2503,125,18,2,84,20358,2,21063,11
2504,110,22,7,25,85561,4,86935,11
2505,19,20,10,100,92374,4,90059,11
2506,116,12,4,34,79517,4,82240,11
2507,205,29,4,53,47096,3,46946,11
2508,19,34,10,46,22955,5,23173,11
2509,117,10,6,42,85463,5,83067,11
2510,259,36,1,100,45064,3,45543,11
2511,71,34,6,31,89305,1,88258,11
2512,189,13,9,84,23263,2,23113,11
2513,68,16,9,46,13905,3,14058,11
2514,39,4,8,37,15806,1,15126,11
2515,65,31,9,63,49271,5,49068,11
2516,239,49,4,11,96879,4,98621,11
2517,298,41,6,5,81033,4,78324,11
2518,134,18,6,97,61567,4,59209,11
2519,158,6,4,72,68302,3,68265,11
2520,91,20,8,52,81388,2,83180,11
2521,220,7,8,65,67013,2,68003,11
2522,192,46,4,79,58071,2,55278,11
2523,169,33,2,77,57770,2,55273,11
2524,220,16,4,14,69417,4,67092,11
2525,145,2,5,29,75751,5,77521,11
2526,261,47,10,14,73510,3,71825,11
2527,88,31,3,91,83359,2,80361,11
2528,67,29,9,26,81408,5,77714,11
2529,237,35,3,95,86181,2,81978,11
2530,209,50,10,84,71538,4,69556,11
2531,207,27,3,88,39646,4,40817,11
2532,99,4,8,95,61196,3,62288,11
2533,232,7,4,24,67462,4,64102,11
2534,202,28,7,10,53847,2,52293,11
2535,110,3,8,2,59090,1,61921,11
2536,236,36,4,12,70073,3,68524,11
2537,23,2,2,46,68602,1,66621,11
2538,208,9,4,92,2234,5,2251,11
2539,284,37,3,82,99409,4,103792,11
2540,57,36,10,91,81629,3,80915,11
2541,37,37,1,90,43097,4,44919,11
2542,185,49,9,51,7148,4,7148,11
2543,8,19,2,96,46415,4,45215,11
2544,6,37,2,68,147,1,144,11
2545,192,4,1,93,58761,2,58875,11
2546,12,9,1,52,48756,3,48958,11
2547,89,39,5,2,14077,1,14132,11
2548,165,37,9,37,30201,5,31180,11
2549,278,29,3,98,49475,4,49925,11
2550,242,48,2,76,51045,4,52064,11
2551,21,29,3,18,58200,1,60941,11
2552,248,15,9,48,6272,3,6321,11
2553,285,39,4,17,92769,3,89362,11
2554,32,35,2,93,87943,2,91479,11
2555,116,46,4,63,793,2,783,11
2556,100,2,4,67,40363,4,41221,11
2557,92,11,8,98,85356,4,88773,11
2558,285,13,3,46,33148,2,33724,11
2559,4,9,6,83,56130,3,55578,11
2560,37,6,3,5,38666,4,40252,11
2561,136,48,8,50,17035,3,17474,11
2562,23,35,9,100,80253,3,77723,11
2563,93,41,3,29,97727,2,99698,11
2564,121,28,2,76,78321,5,74421,11
2565,97,39,10,81,6185,2,6001,11
2566,232,24,10,23,73237,3,70555,11
2567,164,49,9,31,11486,4,11400,11
2568,79,3,7,92,18189,2,18753,11
2569,223,1,4,98,15329,4,15851,11
2570,189,27,1,82,56296,5,56479,11
2571,157,3,3,79,92139,3,90480,11
2572,13,21,9,44,40228,3,39372,11
2573,280,14,8,67,7695,3,7675,11
2574,52,8,6,28,8912,4,8518,11
2575,263,40,6,13,89814,4,88296,11
2576,119,20,9,72,89401,3,88087,11
2577,85,34,7,80,72236,2,72424,11
2578,54,11,5,34,57592,2,57095,11
2579,141,13,2,15,9590,4,10049,11
2580,275,17,6,36,45835,3,45404,11
2581,214,28,10,43,27234,4,26800,11
2582,79,9,3,5,71057,2,68653,11
2583,213,40,9,8,50158,2,47899,11
2584,236,3,4,65,70003,3,70470,11
2585,200,21,5,68,95227,3,92824,11
2586,39,48,8,53,40660,1,40756,11
2587,13,45,6,98,11425,3,10870,11
2588,167,28,7,98,78435,4,80927,11
2589,72,5,9,35,65550,4,62578,11
2590,117,4,4,99,16760,2,16896,11
2591,103,34,9,48,92261,4,95382,11
2592,128,40,6,51,83845,4,83612,11
2593,62,48,7,34,71957,4,68420,11
2594,177,42,6,79,69695,3,72477,11
2595,93,13,6,63,16877,3,16949,11
2596,205,39,1,59,97092,4,95292,11
2597,156,22,7,64,15228,1,15196,11
2598,2,25,6,40,87237,2,91146,11
2599,25,10,1,3,4852,3,4664,11
2600,11,35,2,76,93258,1,92950,11
2601,253,37,4,61,43443,2,43474,11
2602,286,45,8,80,33389,2,32441,11
2603,144,24,1,8,58986,3,60043,11
2604,166,10,6,29,75632,1,73241,11
2605,47,23,4,74,42185,1,42767,11
2606,299,37,6,86,76536,3,74501,11
2607,175,25,7,79,71695,1,69510,11
2608,215,8,7,60,16649,5,16879,11
2609,35,41,8,91,11543,4,11691,11
2610,68,4,4,47,35761,2,34719,11
2611,230,36,5,26,41376,2,40121,11
2612,161,11,3,75,26327,4,26343,11
2613,197,40,8,81,34575,3,35719,11
2614,193,33,5,84,40935,1,42212,11
2615,31,14,3,97,66625,5,64367,11
2616,40,6,8,30,40334,4,40133,11
2617,63,26,7,31,50334,2,50730,11
2618,181,35,5,77,80687,5,81611,11
2619,180,6,5,45,35944,3,35122,11
2620,172,1,1,5,81200,2,82423,11
2621,208,34,3,86,77235,5,75429,11
2622,41,31,9,4,94468,2,92420,11
2623,22,45,8,23,75123,1,76641,11
2624,208,49,8,40,57474,3,56094,11
2625,24,38,7,3,84475,2,86125,11
2626,156,3,2,99,88058,2,91925,11
2627,31,38,4,47,38330,3,38618,11
2628,123,40,9,27,63890,5,64302,11
2629,122,6,4,97,82039,4,80460,11
2630,169,38,6,24,8888,3,9329,11
2631,145,21,9,79,13398,5,13219,11
2632,129,11,4,24,67301,4,70143,11
2633,206,41,8,54,7823,3,8197,11
2634,109,9,6,75,30466,2,29759,11
2635,294,47,4,68,18754,2,19002,11
2636,203,1,9,77,98040,1,95349,11
2637,180,35,6,2,40329,2,39409,11
2638,114,21,6,15,25585,2,25786,11
2639,157,38,8,4,62101,1,60392,11
2640,161,48,4,56,61818,4,61463,11
2641,255,43,4,35,35530,1,35591,11
2642,278,13,1,94,30775,4,29313,11
2643,259,38,6,23,74099,2,76495,11
2644,238,29,8,57,11528,3,11218,11
2645,298,5,1,77,67314,4,65278,11
2646,99,26,9,86,98210,2,98460,11
2647,135,37,5,7,91039,4,89878,11
2648,210,27,7,82,6669,2,6431,11
2649,274,11,6,5,52810,3,52446,11
2650,117,47,9,74,42061,4,41422,11
2651,102,32,7,92,19910,2,19139,11
2652,4,48,7,65,21977,2,21343,11
2653,10,39,2,40,77737,4,75849,11
2654,15,10,6,40,11174,2,11165,11
2655,237,22,7,91,6753,3,6750,11
2656,222,32,6,24,97537,4,93041,11
2657,224,8,7,31,73481,3,71901,11
2658,294,34,2,88,11435,2,10893,11
2659,40,23,1,74,75360,4,72271,11
2660,265,37,9,71,14066,4,14629,11
2661,200,32,8,5,70409,5,70795,11
2662,54,5,6,43,95389,2,91445,11
2663,240,30,5,58,91146,2,93683,11
2664,247,17,9,9,85532,1,86817,11
2665,230,27,7,80,65167,4,64500,11
2666,31,16,9,38,36644,3,35137,11
2667,80,22,3,45,98465,4,96420,11
2668,73,22,5,81,55832,1,58050,11
2669,96,22,3,96,72272,1,70706,11
2670,110,14,7,84,73476,5,74856,11
2671,10,17,3,72,67317,3,69902,11
2672,133,7,6,38,67010,5,66496,11
2673,162,22,6,67,31241,2,29698,11
2674,164,43,1,4,43676,2,42031,11
2675,216,41,9,47,58562,5,56073,11
2676,217,29,2,17,93412,3,96467,11
2677,103,3,9,47,65572,4,66497,11
2678,85,46,4,95,21425,1,21197,11
2679,194,30,5,20,49177,3,46744,11
2680,87,29,7,52,24123,4,23135,11
2681,154,28,10,90,91019,3,92589,11
2682,268,4,2,46,54805,3,54457,11
2683,75,11,2,29,37988,4,39162,11
2684,243,43,7,84,27720,5,28814,11
2685,292,3,1,46,17071,2,16973,11
2686,5,48,1,11,6481,2,6652,11
2687,299,17,2,9,75895,2,72791,11
2688,33,35,7,22,21568,3,20707,11
2689,274,45,7,38,98850,4,94184,11
2690,250,16,8,42,89122,4,91091,11
2691,102,48,4,58,70934,3,69930,11
2692,109,21,3,54,54443,4,53597,11
2693,173,8,8,44,9579,2,9177,11
2694,98,30,8,52,13227,5,13870,11
2695,88,30,3,59,20828,2,21577,11
2696,300,3,4,83,23132,2,24193,11
2697,14,33,3,57,2104,4,2050,11
2698,241,44,7,2,81878,3,85792,11
2699,97,2,9,100,74400,2,75017,11
2700,192,18,2,100,36932,1,36864,11
2701,278,22,8,3,34955,3,35597,11
2702,278,28,2,49,12951,3,12663,11
2703,14,23,9,41,21548,5,22518,11
2704,274,40,1,21,84335,3,81609,11
2705,150,18,2,78,42173,1,41276,11
2706,231,19,8,12,23576,2,23884,11
2707,141,26,7,59,28475,4,27256,11
2708,299,47,7,10,15297,5,15569,11
2709,187,11,6,19,53366,2,51836,11
2710,141,16,4,41,2042,3,1950,11
2711,288,46,7,81,22459,5,21856,11
2712,217,20,5,95,82280,3,84783,11
2713,277,45,6,19,98908,2,100698,11
2714,166,49,9,72,31303,3,30551,11
2715,120,9,5,59,11006,4,11148,11
2716,92,37,1,85,85926,5,81955,11
2717,15,20,4,92,74080,1,75054,11
2718,160,47,8,44,52085,3,50393,11
2719,10,23,9,87,34266,4,34414,11
2720,211,18,9,44,34744,4,35875,11
2721,267,9,2,47,88654,1,87225,11
2722,228,4,3,77,57616,4,55467,11
2723,3,46,9,34,82208,2,83969,11
2724,143,23,4,5,37380,2,38384,11
2725,60,34,5,88,79659,4,76986,11
2726,221,11,4,66,83196,1,79623,11
2727,94,25,3,28,34606,3,33565,11
2728,215,49,9,23,38051,4,37116,11
2729,236,7,3,46,24879,2,26121,11
2730,55,2,9,41,68641,1,71419,11
2731,275,17,4,55,22939,3,22199,11
2732,141,7,1,69,30547,5,30067,11
2733,87,23,7,81,59390,3,60685,11
2734,237,43,4,75,97508,4,99901,11
2735,91,10,6,92,74517,2,76274,11
2736,89,13,5,33,44753,2,43959,11
2737,240,24,2,81,80954,1,78940,11
2738,88,34,9,64,60600,2,62337,11
2739,155,46,4,46,31292,5,31185,11
2740,53,44,6,85,4237,1,4403,11
2741,58,45,7,83,42046,2,40317,11
2742,29,27,4,87,66169,5,63088,11
2743,108,35,8,10,76175,2,76186,11
2744,45,2,5,15,13427,1,12788,11
2745,128,13,8,23,39777,2,40297,11
2746,252,10,2,11,75873,4,73755,11
2747,194,4,9,87,53027,4,51787,11
2748,131,18,9,23,13819,2,13345,11
2749,187,27,9,37,8023,4,8127,11
2750,70,35,3,69,2742,4,2671,11
2751,218,8,8,31,82208,1,83213,11
2752,214,40,9,60,7774,2,7832,12
2753,277,35,7,74,87156,3,84197,12
2754,288,44,3,5,19173,1,20080,12
2755,29,19,5,72,75208,2,73661,12
2756,6,24,1,24,96205,3,92714,12
2757,33,34,7,7,3343,4,3236,12
2758,294,27,10,47,13592,2,13482,12
2759,191,14,3,86,86633,2,82966,12
2760,52,3,1,26,34270,3,34183,12
2761,141,7,6,59,97696,4,98020,12
2762,17,18,2,96,25290,2,26120,12
2763,233,41,7,90,43791,4,45817,12
2764,286,35,10,37,67091,2,66586,12
2765,261,34,6,78,16511,3,16574,12
2766,230,1,8,35,46542,3,45513,12
2767,271,36,3,45,94367,4,91737,12
2768,258,12,2,7,38699,2,40457,12
2769,213,36,8,16,70009,5,71025,12
2770,237,44,9,85,46320,5,45794,12
2771,195,19,6,12,87233,2,89639,12
2772,8,34,5,94,76058,2,76153,12
2773,244,38,3,99,14267,3,14573,12
2774,112,45,4,59,97905,4,96837,12
2775,241,11,7,99,48107,2,46833,12
2776,169,5,6,20,15612,2,15977,12
2777,221,9,2,2,63265,3,61294,12
2778,56,44,8,77,21995,1,21511,12
2779,196,49,3,28,45940,3,48189,12
2780,274,17,9,4,88853,2,85181,12
2781,104,30,6,61,7655,4,8030,12
2782,215,14,3,98,49238,1,49339,12
2783,53,21,2,62,80035,3,83795,12
2784,256,5,2,38,31621,2,30610,12
2785,288,11,10,7,29326,3,29137,12
2786,273,4,9,84,84845,4,85233,12
2787,171,5,3,45,19650,2,19767,12
2788,259,30,6,87,29200,4,29592,12
2789,133,34,8,78,94718,5,95746,12
2790,76,44,8,90,94357,1,98993,12
2791,72,13,9,46,99276,4,99077,12
2792,181,29,5,42,86454,4,87644,12
2793,279,19,4,12,92813,3,93268,12
2794,68,47,1,15,41188,3,40729,12
2795,177,40,7,12,95184,2,99261,12
2796,157,17,7,70,62666,2,61669,12
2797,182,19,2,42,68743,1,66286,12
2798,280,4,10,27,97807,3,97058,12
2799,4,39,4,62,38111,4,36618,12
2800,251,21,6,19,98343,3,101222,12
2801,237,16,4,66,18279,3,18986,12
2802,240,35,5,11,7767,3,7829,12
2803,5,8,3,4,25907,2,26355,12
2804,72,24,8,77,35380,2,37068,12
2805,137,7,2,44,70468,3,69458,12
2806,256,41,1,27,10380,4,10852,12
2807,5,35,6,99,14920,2,15577,12
2808,91,23,9,32,55904,3,55062,12
2809,215,35,8,46,61873,2,61380,12
2810,226,43,1,80,86389,3,88741,12
2811,179,27,5,81,48827,5,48631,12
2812,222,35,8,67,55366,1,54531,12
2813,51,1,3,57,96865,1,99380,12
2814,267,46,3,72,15859,5,16425,12
2815,10,35,8,29,37426,1,35810,12
2816,69,9,7,48,16138,2,16883,12
2817,84,11,7,97,61560,4,64372,12
2818,197,28,4,72,53118,2,53358,12
2819,109,25,6,74,65291,3,63119,12
2820,97,18,3,28,87181,5,87516,12
2821,265,19,10,95,86121,3,84335,12
2822,108,5,9,64,39826,4,38054,12
2823,296,44,6,36,87016,1,90331,12
2824,200,3,4,23,77624,1,79781,12
2825,71,35,2,43,73246,1,70813,12
2826,13,21,4,81,9888,4,9574,12
2827,200,39,8,38,72217,1,71168,12
2828,55,3,5,75,4958,3,4995,12
2829,274,36,6,63,2382,2,2290,12
2830,265,5,9,75,12847,4,13026,12
2831,32,31,8,67,86937,4,88736,12
2832,103,2,8,40,76504,4,77331,12
2833,272,44,2,86,12223,5,12213,12
2834,42,13,1,49,78559,4,78645,12
2835,242,10,4,86,63233,2,61663,12
2836,114,29,7,82,22906,4,22671,12
2837,160,29,9,6,87430,2,88852,12
2838,258,34,5,49,35163,2,35235,12
2839,63,33,2,91,4172,4,4359,12
2840,2,8,10,44,67045,4,69450,12
2841,136,38,3,83,85683,2,84990,12
2842,154,35,8,42,70807,4,67752,12
2843,123,43,2,79,82399,2,84231,12
2844,274,33,9,58,25114,2,24150,12
2845,176,12,9,30,83493,5,80430,12
2846,193,19,2,73,25829,5,26694,12
2847,224,28,4,8,13963,1,13773,12
2848,176,31,7,25,26098,5,26155,12
2849,46,1,4,15,17690,3,17149,12
2850,7,3,6,2,52418,2,51368,12
2851,112,36,5,31,94555,2,91279,12
2852,33,34,8,16,11873,2,12146,12
2853,199,44,5,96,72675,3,70788,12
2854,70,38,8,54,31406,2,30103,12
2855,157,9,9,49,93054,5,96514,12
2856,7,4,7,26,61582,2,62118,12
2857,193,29,4,17,35379,3,34398,12
2858,172,38,8,22,54695,2,52387,12
2859,52,48,9,55,91916,1,95969,12
2860,291,19,7,28,5303,3,5346,12
2861,79,6,4,82,56047,3,55430,12
2862,15,5,5,40,39338,4,40340,12
2863,184,5,8,35,5780,1,5956,12
2864,256,33,1,99,92854,3,93277,12
2865,160,13,8,21,44772,5,45317,12
2866,138,2,1,6,28447,4,27272,12
2867,175,21,8,29,95949,1,91710,12
2868,64,33,6,54,21346,2,21733,12
2869,98,23,9,53,22773,1,22852,12
2870,16,13,9,80,90479,2,94902,12
2871,235,22,2,44,75784,3,78379,12
2872,56,43,9,99,65423,3,65190,12
2873,11,27,8,10,36130,3,37292,12
2874,132,31,10,41,19385,5,19714,12
2875,187,24,10,16,54171,2,56288,12
2876,7,8,3,77,66301,2,65659,12
2877,150,36,3,30,76308,2,80000,12
2878,193,10,4,94,32148,4,30916,12
2879,135,47,4,7,78694,3,82471,12
2880,196,32,7,17,40576,2,42221,12
2881,46,2,9,45,47758,2,46911,12
2882,225,6,6,53,35539,4,37269,12
2883,136,39,2,40,17805,2,16929,12
2884,75,28,9,41,71765,2,68215,12
2885,7,3,2,15,28304,2,28672,12
2886,111,28,3,23,95236,3,93560,12
2887,197,13,7,27,52036,4,53656,12
2888,183,9,6,87,40257,3,40802,12
2889,211,9,10,68,14255,2,13902,12
2890,105,3,9,44,30086,2,31042,12
2891,300,9,9,75,1979,4,1945,12
2892,196,40,3,51,40617,3,41990,12
2893,88,46,5,55,77510,5,76434,12
2894,37,25,9,68,84502,3,80715,12
2895,65,25,1,44,79551,5,83393,12
2896,78,10,9,32,12191,3,12539,12
2897,193,30,7,97,5704,4,5453,12
2898,272,25,8,13,18163,4,17543,12
2899,37,49,7,33,80453,4,83094,12
2900,21,14,7,55,95939,4,97182,12
2901,147,8,1,2,87755,1,90564,12
2902,189,19,2,28,22825,4,23200,12
2903,59,44,7,8,82406,5,84419,12
2904,93,26,2,40,97272,5,93412,12
2905,122,19,6,59,34178,4,33949,12
2906,293,15,9,10,47162,4,46054,12
2907,296,4,8,93,19571,3,18969,12
2908,133,44,7,16,87627,3,83362,12
2909,256,26,1,71,16981,2,16696,12
2910,50,24,8,9,53744,3,55398,12
2911,102,37,2,73,27022,3,25785,12
2912,171,4,2,70,12699,2,12796,12
2913,44,10,2,49,81658,4,81708,12
2914,37,47,3,35,964,5,915,12
